,LEA CODE,LEA,Total Teachers,Leaving,Attrition Rate,ADM,Reduced,Free,Needy Perc,S:T Ratio,Total dropouts,Dropout Rate,Total #Acts committed,Acts per 1000 students,Total Expenditures (TOTALEXP) per Pupil (V33),Total Current Expenditures (TCURELSC) per Pupil (V33),Instructional Expenditures (E13) per Pupil (V33),American Indian/Alaska Native Students,Nat Amr Perc,Asian or Asian/Pacific Islander Students,Asian Perc,Hispanic Students,Hisp Perc,Black Students,Black Perc,White Students,White Perc,Hawaiian Nat./Pacific Isl. Students,Hawaiian Perc,Two or More Races Students,2 Plus perc,Total Revenue (TOTALREV) per Pupil (V33),Total Revenue - Federal Sources (TFEDREV) per Pupil (V33),Total Revenue - State Sources (TSTREV) per Pupil (V33),Total Revenue - Local Sources (TLOCREV) per Pupil (V33),Urban-centric Locale,Urban centric local number,groups
90,800,Rowan-Salisbury,1300,183,14.08,19788,11046,1442,63.11,15.22,158,2.52,126,21.34,8664,8200.0,4978,69,0.34869618,228,1.152213463,2960,14.95856074,3735,18.8750758,12461,62.97250859,24,0.121285628,634,3.203961997,8556,1066,5494,1996,41-Rural: Fringe,41,3
91,810,Rutherford,556,51,9.17,8301,4596,0,55.37,14.93,87,3.16,33,12.83,9557,9263.0,5574,32,0.38549572299999996,36,0.433682689,603,7.264185038,1094,13.17913504,6299,75.8824238,3,0.036140224,537,6.469100107999999,9530,1588,6171,1771,41-Rural: Fringe,41,2
92,820,Sampson,570,61,10.7,8465,5678,697,75.31,14.85,108,4.0,25,9.72,9037,8502.0,5214,72,0.8505611340000001,21,0.24808033100000002,3114,36.78676905,1698,20.05906675,3546,41.89013585,10,0.118133491,302,3.5676314239999996,8461,1246,5973,1243,42-Rural: Distant,42,2
93,830,Scotland,432,82,18.98,5924,3666,0,61.88,13.71,97,4.98,12,7.01,10430,10151.0,5994,959,16.18838623,56,0.945307225,164,2.76839973,2817,47.55232951,1900,32.0729237,3,0.050641458,248,4.1863605669999995,10284,1562,6788,1934,32-Town: Distant,32,4
94,840,Stanly,607,71,11.7,8592,4040,713,55.32,14.15,73,2.79,39,15.29,8697,8306.0,5446,26,0.30260707600000003,275,3.200651769,663,7.716480447,1149,13.37290503,6236,72.57914339,5,0.058193669,339,3.9455307260000003,8383,954,5867,1563,42-Rural: Distant,42,3
95,850,Stokes,471,57,12.1,6334,2746,580,52.51,13.45,69,3.0,22,10.78,9875,9085.0,5380,15,0.236817177,23,0.363119672,304,4.79949479,209,3.2996526680000002,5806,91.66403536,7,0.110514683,199,3.14177455,9220,1044,6247,1930,41-Rural: Fringe,41,3
96,860,Surry,543,52,9.58,8218,4572,749,64.75,15.13,56,2.03,33,12.7,7211,6965.0,4508,10,0.12168410800000001,36,0.438062789,1858,22.60890728,190,2.311998053,6176,75.15210514,7,0.085178876,175,2.129471891,6999,0,5846,1153,42-Rural: Distant,42,2
97,870,Swain,139,16,11.51,1861,967,237,64.7,13.39,29,4.52,8,14.11,11737,10244.0,5890,488,26.22246104,11,0.591080064,103,5.5346587860000005,28,1.504567437,1379,74.09994627,2,0.10746910300000001,89,4.782375067,10635,2355,6942,1339,42-Rural: Distant,42,2
98,292,Thomasville City,168,36,21.43,2375,1451,0,61.09,14.14,38,5.15,5,7.24,10358,9779.0,5655,15,0.6315789470000001,21,0.8842105259999999,760,32.0,920,38.73684211,596,25.09473684,3,0.126315789,148,6.231578947,10170,2147,5812,2212,22-Suburb: Mid-size,22,4
99,880,Transylvania,273,44,16.12,3466,1751,274,58.42,12.7,38,3.13,12,10.43,11026,10310.0,6408,9,0.25966532,22,0.63473745,222,6.4050779,177,5.106751298,2940,84.82400462,9,0.25966532,174,5.020196192,10879,1309,5936,3634,31-Town: Fringe,31,3
100,890,Tyrrell,49,5,10.2,573,400,62,80.63,11.69,4,2.34,1,6.25,14980,14581.0,7625,1,0.17452007,17,2.966841187,97,16.92844677,199,34.72949389,234,40.83769634,1,0.17452007,45,7.853403141,14938,1663,11576,1699,43-Rural: Remote,43,2
101,900,Union,2567,401,15.62,41296,12919,2071,36.3,16.09,127,0.99,119,9.01,9430,8169.0,5075,109,0.263948082,1069,2.5886284390000003,6607,15.99912824,5401,13.07874855,27377,66.29455637,21,0.050852383,1066,2.5813638119999998,8615,573,5232,2810,21-Suburb: Large,21,3
102,910,Vance,486,92,18.93,6449,4676,0,72.51,13.27,68,3.22,27,14.35,9595,9287.0,5679,5,0.0775314,56,0.868351682,918,14.23476508,4277,66.32035975,1403,21.7553109,2,0.03101256,168,2.605055047,9487,1586,6496,1405,32-Town: Distant,32,4
103,920,Wake,10144,1355,13.36,152089,48406,7439,36.72,14.99,1019,2.15,530,11.3,9803,8205.0,5379,510,0.335329971,11036,7.256277573999999,25683,16.88682285,37759,24.82691056,74702,49.11729316,175,0.115064206,5955,3.915470547,8366,673,5245,2448,21-Suburb: Large,21,3
104,930,Warren,163,49,30.06,2300,1532,0,66.61,14.11,43,5.43,15,21.55,11238,10616.0,6160,164,7.130434782999999,9,0.39130434799999997,181,7.869565217000001,1632,70.95652174,434,18.86956522,1,0.043478261,42,1.8260869569999998,11157,1924,7079,2154,43-Rural: Remote,43,6
105,940,Washington,113,35,30.97,1589,1107,0,69.67,14.06,5,1.08,0,0.0,11658,11305.0,5829,3,0.18879798600000003,6,0.37759597200000006,138,8.684707363,1183,74.44933921,332,20.8936438,0,0.0,26,1.6362492130000001,11915,2703,7722,1490,41-Rural: Fringe,41,6
106,950,Watauga,355,52,14.65,4298,1386,339,40.13,12.11,23,1.66,44,33.36,10932,9957.0,6364,5,0.11633317800000001,53,1.2331316890000001,360,8.375988832,51,1.186598418,3820,88.87854816,3,0.06979990700000001,114,2.652396463,10095,808,6001,3286,42-Rural: Distant,42,3
107,960,Wayne,1218,142,11.66,18773,10262,918,59.55,15.41,156,2.67,35,6.28,8410,7969.0,5392,42,0.22372556300000002,214,1.1399350129999999,3814,20.31641187,6800,36.22223406,7553,40.2333138,21,0.111862782,805,4.2880732969999995,8357,1190,5919,1249,41-Rural: Fringe,41,2
108,422,Weldon City,74,13,17.57,2907,1660,198,63.91,39.28,13,3.65,4,11.9,13763,13031.0,6944,1,0.034399725,6,0.20639834899999998,9,0.309597523,936,32.19814241,34,1.169590643,0,0.0,11,0.37839697299999997,13428,2544,7903,2982,32-Town: Distant,32,4
109,241,Whiteville City,163,19,11.66,2187,1275,0,58.3,13.42,19,2.51,5,7.05,10032,9524.0,6012,28,1.280292638,10,0.457247371,225,10.28806584,969,44.30727023,960,43.8957476,1,0.045724737,104,4.755372657,9795,1827,6409,1559,32-Town: Distant,32,2
110,970,Wilkes,631,63,9.98,9777,4835,0,49.45,15.49,85,2.68,55,18.39,9360,8580.0,5157,30,0.30684259,37,0.378439194,1370,14.01247827,431,4.4083052060000005,8090,82.74521837,2,0.020456173,308,3.150250588,8837,1250,5881,1706,41-Rural: Fringe,41,2
111,980,Wilson,747,124,16.6,12216,6421,465,56.37,16.35,122,3.1,41,11.0,8813,8223.0,4876,25,0.20464964,165,1.3506876230000002,2164,17.71447282,5606,45.89063523,4076,33.36607728,8,0.065487885,342,2.7996070730000002,8671,1154,5529,1989,42-Rural: Distant,42,3
112,990,Yadkin,377,33,8.75,5378,2634,487,58.03,14.27,21,1.17,16,9.21,9021,10078.0,5336,19,0.35329118600000003,20,0.371885459,1278,23.76348085,172,3.19821495,4042,75.15805132,10,0.18594273,101,1.8780215690000002,8588,1032,6052,1504,42-Rural: Distant,42,2
113,995,Yancey,171,10,5.85,2215,1037,222,56.84,12.95,11,1.61,13,18.81,10416,,5803,5,0.225733634,1,0.045146727000000005,276,12.46049661,15,0.677200903,1915,86.45598194,0,0.0,23,1.038374718,10149,1254,7051,1844,42-Rural: Distant,42,2
