,LEA CODE,LEA,Total Teachers,Leaving,Attrition Rate,ADM,Reduced,Free,Needy Perc,S:T Ratio,Total dropouts,Dropout Rate,Total #Acts committed,Acts per 1000 students,Total Expenditures (TOTALEXP) per Pupil (V33),Total Current Expenditures (TCURELSC) per Pupil (V33),Instructional Expenditures (E13) per Pupil (V33),American Indian/Alaska Native Students,Nat Amr Perc,Asian or Asian/Pacific Islander Students,Asian Perc,Hispanic Students,Hisp Perc,Black Students,Black Perc,White Students,White Perc,Hawaiian Nat./Pacific Isl. Students,Hawaiian Perc,Two or More Races Students,2 Plus perc,Total Revenue (TOTALREV) per Pupil (V33),Total Revenue - Federal Sources (TFEDREV) per Pupil (V33),Total Revenue - State Sources (TSTREV) per Pupil (V33),Total Revenue - Local Sources (TLOCREV) per Pupil (V33),Urban-centric Locale,Urban centric local number,groups
91,810,Rutherford,603,61.0,10.12,8765,679,5355,68.84,14.54,137,4.67,66,7.53,9694,9073,5671,51,0.581859669,44,0.501996577,545,6.217912151,1169,13.33713634,6698,76.41756988,5,0.057045066,12,0.136908157,12060,2052,5717,4291,41-Rural: Fringe,41,2
92,820,Sampson,559,56.0,10.02,8320,668,5489,74.0,14.88,122,4.81,57,6.85,9174,8278,5114,73,0.877403846,7,0.084134615,2575,30.94951923,1821,21.88701923,3653,43.90625,4,0.048076923,11,0.13221153800000002,9679,1669,5657,2353,42-Rural: Distant,42,2
93,830,Scotland,507,72.0,14.2,6153,436,4303,77.02,12.14,108,5.37,47,7.64,11361,10413,6316,963,15.650901999999999,65,1.0563952540000001,133,2.161547213,2970,48.26913701,2140,34.77978222,4,0.065008939,27,0.438810336,11076,2311,6550,2215,32-Town: Distant,32,3
94,840,Stanly,743,47.0,6.33,8966,747,4224,55.44,12.07,111,3.85,89,9.93,8696,8289,5451,25,0.27883114,315,3.513272362,591,6.591568146,1223,13.64041936,6855,76.45549855,2,0.022306491,2,0.022306491,8976,1396,5482,2098,42-Rural: Distant,42,2
95,850,Stokes,504,34.0,6.75,6847,558,2768,48.58,13.59,89,3.76,54,7.89,10601,8551,5186,23,0.335913539,20,0.292098729,318,4.6443697969999995,248,3.622024244,6148,89.79114941,5,0.07302468200000001,25,0.36512341200000004,9958,1285,5851,2821,41-Rural: Fringe,41,2
96,860,Surry,596,28.0,4.7,8443,869,4093,58.77,14.17,129,4.72,70,8.29,9093,8177,5173,12,0.142129575,46,0.544830037,1682,19.92182873,209,2.475423428,6620,78.40814876,1,0.011844131,1,0.011844131,9563,1312,5472,2779,42-Rural: Distant,42,1
97,870,Swain,141,7.0,4.96,1888,213,981,63.24,13.39,46,6.81,18,9.53,9562,8951,5270,492,26.05932203,8,0.423728814,76,4.025423729,12,0.63559322,1391,73.67584746,1,0.052966102,146,7.733050847,10037,2405,6362,1270,42-Rural: Distant,42,1
98,292,Thomasville City,191,26.0,13.61,2408,176,2037,91.9,12.61,42,5.69,11,4.57,10410,9795,5914,18,0.747508306,19,0.789036545,713,29.60963455,958,39.78405316,680,28.23920266,3,0.12458471800000001,35,1.4534883719999998,10870,2824,5624,2422,13-City: Small,13,3
99,880,Transylvania,286,21.0,7.34,3511,300,1720,57.53,12.28,35,2.92,50,14.24,9950,9484,5799,10,0.28481914,25,0.71204785,163,4.642551978999999,185,5.2691540869999995,3053,86.9552834,2,0.056963828,0,0.0,10759,1321,5452,3986,32-Town: Distant,32,2
100,890,Tyrrell,52,10.0,19.23,565,43,381,75.04,10.87,4,2.48,0,0.0,15984,15160,7998,1,0.17699115,18,3.185840708,88,15.57522124,221,39.11504425,248,43.89380531,0,0.0,6,1.061946903,16079,2430,11534,2115,43-Rural: Remote,43,4
101,900,Union,2467,240.0,9.73,39040,2124,11255,34.27,15.82,233,2.02,342,8.76,8969,7511,4715,105,0.268954918,575,1.472848361,5576,14.28278689,5511,14.11629098,27438,70.2817623,23,0.058913934,11,0.02817623,12245,876,4716,6653,41-Rural: Fringe,41,2
102,910,Vance,560,98.0,17.5,6868,565,5835,93.19,12.26,129,5.55,53,7.72,9530,9059,5722,11,0.160163075,30,0.436808387,885,12.88584741,4558,66.36575422,1648,23.99534071,1,0.01456028,18,0.262085032,9824,1925,6113,1786,41-Rural: Fringe,41,3
103,920,Wake,9202,1023.0,11.12,142351,7697,44332,36.55,15.47,1386,3.25,1132,7.95,9273,7714,5032,641,0.45029539700000004,8830,6.2029771479999996,21177,14.87660782,35746,25.11116887,71278,50.07200511,0,0.0,0,0.0,8208,1010,4704,2494,11-City: Large,11,2
104,930,Warren,205,41.0,20.0,2458,227,1901,86.57,11.99,32,3.9,31,12.61,11246,10427,6173,168,6.834825061,3,0.122050448,155,6.305939788,1759,71.56224573,478,19.44670464,0,0.0,0,0.0,11591,2276,6965,2351,43-Rural: Remote,43,4
105,940,Washington,150,23.0,15.33,1749,129,1347,84.39,11.66,18,2.98,10,5.72,11191,10971,6769,0,0.0,5,0.285877644,120,6.861063465,1324,75.70040023,425,24.29959977,0,0.0,57,3.2590051460000002,11423,2565,7596,1263,41-Rural: Fringe,41,3
106,950,Watauga,375,31.0,8.27,4297,322,1340,38.68,11.46,35,2.41,50,11.64,10521,9111,5756,5,0.116360251,52,1.2101466140000001,277,6.446357924,50,1.163602513,3963,92.22713521,4,0.093088201,14,0.325808704,11519,1357,5274,4889,41-Rural: Fringe,41,2
107,960,Wayne,1259,136.0,10.8,19033,1875,10750,66.33,15.12,241,4.18,127,6.67,8130,7751,5227,38,0.19965323399999998,192,1.008774234,3039,15.96700468,6739,35.40692481,8217,43.17238481,21,0.11033468199999999,157,0.8248830979999999,8225,1499,5437,1289,41-Rural: Fringe,41,2
108,422,Weldon City,88,13.0,14.77,1023,42,721,74.58,11.63,14,4.06,4,3.91,12497,12185,6653,7,0.684261975,6,0.586510264,9,0.8797653959999999,1045,102.15053759999999,39,3.812316716,0,0.0,1225,119.7458456,13126,3403,7165,2558,41-Rural: Fringe,41,3
109,241,Whiteville City,152,15.0,9.87,2224,124,1432,69.96,14.63,12,1.79,16,7.19,9353,8921,5747,37,1.663669065,4,0.179856115,163,7.329136691,933,41.95143885,1108,49.82014388,0,0.0,6,0.269784173,9638,2204,6136,1298,32-Town: Distant,32,2
110,970,Wilkes,627,75.0,11.96,9874,767,5490,63.37,15.75,78,2.62,44,4.46,8504,7955,4928,18,0.18229694100000002,30,0.30382823600000003,1186,12.01134292,422,4.273850517,8413,85.20356492,4,0.040510431,72,0.7291877659999999,11567,1440,5340,4787,41-Rural: Fringe,41,3
111,980,Wilson,770,78.0,10.13,12033,872,6994,65.37,15.63,168,4.53,85,7.06,8477,8023,4917,20,0.16620959,113,0.939084185,1617,13.43804538,5617,46.67996343,4579,38.0536857,3,0.024931439,7,0.058173357,10425,1551,5033,3841,41-Rural: Fringe,41,2
112,990,Yadkin,392,29.0,7.4,5805,434,2677,53.59,14.81,51,2.68,50,8.61,8681,8057,4994,15,0.258397933,18,0.31007751899999997,1119,19.27648579,189,3.255813953,4630,79.7588286,11,0.18949181699999998,18,0.31007751899999997,9082,1267,5531,2284,42-Rural: Distant,42,2
113,995,Yancey,178,16.5,9.27,2341,222,1147,58.48,13.15,36,4.74,9,3.85,10130,9655,5508,8,0.34173430200000005,8,0.34173430200000005,214,9.141392567,24,1.025202905,2070,88.42375053,1,0.042716788,82,3.5027765910000004,10180,1705,6635,1839,42-Rural: Distant,42,2
